,date,close,tic,open,high,low,adjcp,zopen,zhigh,zlow,zadjcp,zclose,zd_5,zd_10,zd_15,zd_20,zd_25,zd_30
0,2017-12-26,0.1528374268290818,YUAN,0.1528374268290818,0.1528374268290818,0.1528374268290818,0.1528374268290818,0.0,0.0,0.0,0.0,0.0049060814012134,-0.0052380564823775,-0.0079159053640307,-0.0090130377621341,-0.0093326562583078,-0.0095322282002728,-0.010109570694633
1,2017-12-27,0.1525320317266626,YUAN,0.1525320317266626,0.1525320317266626,0.1525320317266626,0.1525320317266626,0.0,0.0,0.0,0.0,-0.0019981696156183,-0.0016485041646676,-0.0049478592481378,-0.0064143344964677,-0.0069827491488718,-0.0071355269309549,-0.0077133912781518
2,2017-12-28,0.1530877805333578,YUAN,0.1530877805333578,0.1530877805333578,0.1530877805333578,0.1530877805333578,0.0,0.0,0.0,0.0,0.0036434891766943,-0.0039074386287274,-0.0072771201781417,-0.0092007797043224,-0.0100058886774287,-0.0101706558428575,-0.0107991988467847
3,2017-12-29,0.1536971858045279,YUAN,0.1536971858045279,0.1536971858045279,0.1536971858045279,0.1536971858045279,0.0,0.0,0.0,0.0,0.0039807571123375,-0.0055176669032189,-0.0096578089572154,-0.0120109915024425,-0.0131542183122372,-0.0134761098050836,-0.0141488462723091
4,2018-01-02,0.1540594669542443,YUAN,0.1540594669542443,0.1540594669542443,0.1540594669542443,0.1540594669542443,0.0,0.0,0.0,0.0,0.0023571098443999,-0.0053011256030892,-0.0102041930600331,-0.0130362075795853,-0.0145472322896781,-0.0151365728519232,-0.0157815930940493
5,2018-01-03,0.1538224888478695,YUAN,0.1538224888478695,0.1538224888478695,0.1538224888478695,0.1538224888478695,0.0,0.0,0.0,0.0,-0.0015382248884784,-0.0024879201825656,-0.0070481604605332,-0.0103420407110834,-0.012141385640825,-0.0130390073607591,-0.0136438809144872
6,2018-01-04,0.1540476007086189,YUAN,0.1540476007086189,0.1540476007086189,0.1540476007086189,0.1540476007086189,0.0,0.0,0.0,0.0,0.0014634522067322,-0.0019779349856383,-0.0067242683458497,-0.0104843094561932,-0.0126366419660346,-0.0137974803589211,-0.0144160236711231
7,2018-01-05,0.1541425818882466,YUAN,0.1541425818882466,0.1541425818882466,0.1541425818882466,0.1541425818882466,0.0,0.0,0.0,0.0,0.0006165703275535,-0.0012243018459491,-0.0059740127845119,-0.0097883315896378,-0.0122917072163084,-0.0136692139155992,-0.0143241183016645
8,2018-01-08,0.1539171925504079,YUAN,0.1539171925504079,0.1539171925504079,0.1539171925504079,0.1539171925504079,0.0,0.0,0.0,0.0,-0.001462213329228,0.0005241366356336,-0.0032075136158641,-0.0072075465009623,-0.0099363711011515,-0.0115470124435087,-0.0123178364770997
9,2018-01-09,0.153226177160106,YUAN,0.153226177160106,0.153226177160106,0.153226177160106,0.153226177160106,0.0,0.0,0.0,0.0,-0.0044895269907908,0.0039486142783005,0.0020284793758285,-0.0018980534614565,-0.0047644488252772,-0.006560713390481,-0.0074923900204666
10,2018-01-10,0.1537160863884405,YUAN,0.1537160863884405,0.1537160863884405,0.1537160863884405,0.1537160863884405,0.0,0.0,0.0,0.0,0.0031972945968796,0.0006104849071315,-0.000593478108477,-0.0040370637015196,-0.0070901274864095,-0.0090439739967477,-0.0101947789967141
11,2018-01-11,0.153950366401872,YUAN,0.153950366401872,0.153950366401872,0.153950366401872,0.153950366401872,0.0,0.0,0.0,0.0,0.0015241086273789,-0.0010385524100673,-0.001193070743485,-0.0044107976022264,-0.0076541402018371,-0.0098181329180701,-0.011151925083237
12,2018-01-12,0.1547819895676939,YUAN,0.1547819895676939,0.1547819895676939,0.1547819895676939,0.1547819895676939,0.0,0.0,0.0,0.0,0.0054018914359132,-0.005579635953782,-0.0054649506887312,-0.0085801154550524,-0.0118040967226854,-0.0142134880770645,-0.0157164120738015
13,2018-01-16,0.1552915599037192,YUAN,0.1552915599037192,0.1552915599037192,0.1552915599037192,0.1552915599037192,0.0,0.0,0.0,0.0,0.0032921810699588,-0.0070726575226227,-0.0077016990964535,-0.0103771291254008,-0.0137636618055764,-0.016373467838939,-0.0180913239206388
14,2018-01-17,0.155448468832582,YUAN,0.155448468832582,0.155448468832582,0.155448468832582,0.155448468832582,0.0,0.0,0.0,0.0,0.0010104150474126,-0.0052157130900639,-0.0078097752698602,-0.0099362524294149,-0.0134291191828578,-0.0162370134842628,-0.0181717219696845
15,2018-01-18,0.1558239189715621,YUAN,0.1558239189715621,0.1558239189715621,0.1558239189715621,0.1558239189715621,0.0,0.0,0.0,0.0,0.0024152707440594,-0.0049071942300192,-0.0089159914819669,-0.0110440418920242,-0.0143589009675234,-0.0173984267047736,-0.0195250753896455
